id,investigator,specimen_ID,date,cross_section_shape,cross_section_size,area,d_br,b_br,t_br,w_br,i_x,i_y,r_x,r_y,z_x,z_y,j,configuration,brace_angle,l_b,l_b_clear,steel,e,f_yn,fy_m,f_um,boundary_condition,l_1t,l_2t,l_3t,l_4t,l_5t,l_6t,l_7t,_8t,t_t,l_1b,l_2b,l_3b,l_4b,l_5b,l_6b,l_7b,l_8b,t_b,steel_gp,f_yn_gp,f_ym_gp,f_um_gp,weld_type,l_weld,t_weld,stick_space,nub_bolts,bolt_size,bolt_mat,reinforcement_pl,loading_protocol,p_t,p_t_theory,p_c,kl_r,l_c,l_c_theory,k_assumed,kl_r_theory,reference,link,latitude,longitude
Wakabayashi_DOM2,"Wakayabashi, Nakamura & Yoshida",DOM 2,1977,I-shaped,50x50x6x6,846,50,50,6,6,534700,125900,25140.27,12199.1,20550,7950,11412,DBF,45,1981,991,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,239.8,427.3,55.7,0.7,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DOC 2-D1,"Wakayabashi, Nakamura & Yoshida",DOC 2-D1,1977,I-shaped,50x50x6x6,840.5,50,50,6,6,534700,125900,25222.39,12238.95,20550,7950,11412,DBF,45,1978,989,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,378.1,238.3,446.5,55.7,0.7,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DOC 2-D2,"Wakayabashi, Nakamura & Yoshida",DOC 2-D2,1977,I-shaped,50x50x6x6,840.5,50,50,6,6,534700,125900,25222.39,12238.95,20550,7950,11412,DBF,45,1982,991,Annealed SS 41,200000,235,284,430,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,378.1,238.3,446.5,55.7,0.7,0,0.5,0.08,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DOM3,"Wakayabashi, Nakamura & Yoshida",DOM 3,1977,I-shaped,50x50x6x6,818.5,50,50,6,6,534700,125900,25559.11,12402.34,20550,7950,11412,DBF,45,2968,1484,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Monotonic,na,206.4,378.4,84.4,1,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DOC 3-D1,"Wakayabashi, Nakamura & Yoshida",DOC 3-D1,1977,I-shaped,50x50x6x6,812,50,50,6,6,534700,125900,25661.21,12451.88,20550,7950,11412,DBF,45,2973,1487,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,251.1,204.7,319.8,84.3,1,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_DOC 3-D2,"Wakayabashi, Nakamura & Yoshida",DOC 3-D2,1977,I-shaped,50x50x6x6,812,50,50,6,6,534700,125900,25661.21,12451.88,20550,7950,11412,DBF,45,2969,1485,Annealed SS 41,200000,235,252,370,Fixed-fixed end,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,Symmetric Cyclic,251.1,204.7,319.8,84.3,1,0,0.5,0.12,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1977). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Disaster Prevention Research Institute, Kyoto University, 27(251), 121-154, Kyoto, Japan.",https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/124888/1/b29p4n266p08.pdf,35.0262,135.7808
Wakabayashi_SPM1,"Wakayabashi, Nakamura & Yoshida",SPM 1,1980,Circular HSS,43x3.48,431,43,43,3.48,na,85005,85005,14043.77,14043.77,5449.22,5449.22,170010,SBF,45,987,627,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Monotonic,na,181.4,156,37.7,0.6,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SPC1,"Wakayabashi, Nakamura & Yoshida",SPC 1,1980,Circular HSS,43x3.47,430.9294369,43,43,3.47,na,84821.02,84821.02,14029.71,14029.71,5436.22,5436.22,169642.03,SBF,45,993,633,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,174.4,181.4,150.3,37.7,0.6,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SPM3,"Wakayabashi, Nakamura & Yoshida",SPM 3,1980,Circular HSS,42.9x3.45,427.5786141,42.9,42.9,3.45,na,83816.37,83816.37,14000.92,14000.92,5382.93,5382.93,167632.73,SBF,45,2970,2610,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Monotonic,na,179.9,65.9,108.9,1.6,0,0.5,0.11,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SPC3,"Wakayabashi, Nakamura & Yoshida",SPC 3,1980,Circular HSS,42.9x3.45,427.5786141,42.9,42.9,3.45,na,83816.37,83816.37,14000.92,14000.92,5382.93,5382.93,167632.73,SBF,45,2969,2609,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,171,179.9,60.4,108.9,1.6,0,0.5,0.11,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPM1,"Wakayabashi, Nakamura & Yoshida",DPM 1,1980,Circular HSS,43x3.47,430.9294369,43,43,3.47,na,84821.02,84821.02,14029.71,14029.71,5436.22,5436.22,169642.03,DBF,45,985,625,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Monotonic,na,181.4,328.2,35.5,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPC 1-1,"Wakayabashi, Nakamura & Yoshida",DPC 1-1,1980,Circular HSS,43x3.46,429.7962644,43,43,3.46,na,84636.73,84636.73,14032.92,14032.92,5423.21,5423.21,169273.45,DBF,45,983,623,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,325.2,180.9,322.2,35.5,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPC 1-2,"Wakayabashi, Nakamura & Yoshida",DPC 1-2,1980,Circular HSS,43x3.46,429.7962644,43,43,3.46,na,84636.73,84636.73,14032.92,14032.92,5423.21,5423.21,169273.45,DBF,45,983,623,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,322.2,180.9,325.2,35.5,0.5,0,0.5,0.04,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPM2,"Wakayabashi, Nakamura & Yoshida",DPM 2,1980,Circular HSS,42.8x3.49,431.0010652,42.8,42.8,3.49,na,83908.16,83908.16,13952.85,13952.85,5407.18,5407.18,167816.32,DBF,45,1976,1616,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Monotonic,na,181.4,315,71.1,1,0,0.5,0.07,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPM3-1,"Wakayabashi, Nakamura & Yoshida",DPM 3-1,1980,Circular HSS,43x3.48,432.061981,43,43,3.48,na,85005,85005,14026.5,14026.5,5449.22,5449.22,170010,DBF,45,2965,2605,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Monotonic,na,181.8,264,106.8,1.6,0,0.5,0.11,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPM3-2,"Wakayabashi, Nakamura & Yoshida",DPM 3-2,1980,Circular HSS,43x3.48,432.061981,43,43,3.48,na,85005,85005,14026.5,14026.5,5449.22,5449.22,170010,DBF,45,2965,2605,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Monotonic,264,181.8,na,106.8,1.6,0,0.5,0.11,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPC3-1,"Wakayabashi, Nakamura & Yoshida",DPC 3-1,1980,Circular HSS,43x3.43,426.3929771,43,43,3.43,na,84082.02,84082.02,14042.57,14042.57,5384.09,5384.09,168164.04,DBF,45,2968,2608,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,230,179.4,272.8,106.8,1.6,0,0.5,0.11,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DPC3-2,"Wakayabashi, Nakamura & Yoshida",DPC 3-2,1980,Circular HSS,43x3.43,432.061981,43,43,3.48,na,85005,85005,14026.5,14026.5,5449.22,5449.22,170010,DBF,45,2968,2608,JIS-STK 41,200000,235,421,501,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,12,nr,nr,nr,nr,nr,nr,nr,nr,12,na,na,nr,nr,Fillet,nr,nr,na,na,na,na,na,Symmetric Cyclic,272.8,181.8,230,106.8,1.6,0,0.5,0.11,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SAM1,"Wakayabashi, Nakamura & Yoshida",SAM 1,1980,Double Angle,49.7x3.88,389,50,49.7,3.88,na,89700,89700,15.2,15.2,2460,2460,11412,SBF,45,998,698,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,na,135.5,94.5,41.6,0.6,0.61,0.7,45.96,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SAC1,"Wakayabashi, Nakamura & Yoshida",SAC 1,1980,Double Angle,50.1x3.91,389,50,50.1,3.91,na,89700,89700,15.2,15.2,2460,2460,11412,SBF,45,995,695,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,108,135.5,97.1,41.6,0.6,0.61,0.7,45.82,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SAM3,"Wakayabashi, Nakamura & Yoshida",SAM 3,1980,Double Angle,49.7x3.77,389,50,49.7,3.77,na,89700,89700,15.2,15.2,2460,2460,11412,SBF,45,2962,2662,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,na,135.5,71.3,106.3,1.4,1.29,0.5,97.43,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_SAC3,"Wakayabashi, Nakamura & Yoshida",SAC 3,1980,Double Angle,50.1x3.81,389,50,50.1,3.81,na,89700,89700,15.2,15.2,2460,2460,11412,SBF,45,2972,2672,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,98.2,135.5,63.1,106.3,1.4,1.3,0.5,97.76,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAM1-1,"Wakayabashi, Nakamura & Yoshida",DAM 1-1,1980,Double Angle,49.9x3.89,389,50,49.9,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,993,693,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,na,135.5,182,33.7,0.4,0.43,0.5,32.66,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAM1-2,"Wakayabashi, Nakamura & Yoshida",DAM 1-2,1980,Double Angle,49.9x3.89,389,50,49.9,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,993,693,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,182,135.5,na,33.7,0.4,0.43,0.5,32.66,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAC1-1,"Wakayabashi, Nakamura & Yoshida",DAC 1-1,1980,Double Angle,49.9x3.89,389,50,49.9,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,995,695,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,165.7,135.5,171.6,33.7,0.4,0.43,0.5,32.73,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAC1-2,"Wakayabashi, Nakamura & Yoshida",DAC 1-2,1980,Double Angle,49.9x3.89,389,50,49.9,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,995,695,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,171.6,135.5,165.7,33.7,0.4,0.43,0.5,32.73,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAM2-1,"Wakayabashi, Nakamura & Yoshida",DAM 2-1,1980,Double Angle,49.9x3.76,389,50,49.9,3.76,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,987,1687,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,na,135.5,185.8,52.9,0.7,0.6,0.7,45.45,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAM2-2,"Wakayabashi, Nakamura & Yoshida",DAM 2-2,1980,Double Angle,49.9x3.76,389,50,49.9,3.76,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,987,1687,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,na,135.5,185.8,52.9,0.7,0.6,0.7,45.45,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAC2-1,"Wakayabashi, Nakamura & Yoshida",DAC 2-1,1980,Double Angle,50x3.8,389,50,50,3.8,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,1983,1683,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,178.1,135.5,158.5,52.9,0.7,0.87,0.5,65.23,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAC2-2,"Wakayabashi, Nakamura & Yoshida",DAC 2-2,1980,Double Angle,50x3.8,389,50,50,3.8,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,1983,1683,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Symmetric Cyclic,158.5,135.5,178.1,52.9,0.7,0.87,0.5,65.23,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
Wakabayashi_DAM3,"Wakayabashi, Nakamura & Yoshida",DAM 3,1980,Double Angle,50.4x3.89,389,50,50.4,3.89,na,89700,89700,15.2,15.2,2460,2460,11412,DBF,45,2971,2671,JIS-SS41,200000,235,348,489,Fixed-fixed end,nr,nr,nr,nr,nr,nr,nr,nr,19,nr,nr,nr,nr,nr,nr,nr,nr,19,na,na,nr,nr,na,nr,nr,na,4,16,F10T,na,Monotonic,na,135.5,176.8,83.3,1.1,1.3,0.5,97.73,"Wakabayashi, M., Nakamura, T., & Yoshida, N. (1980). Experimental studies on the elastic-plastic behavior of braced frames under repeated horizontal loading. Part 2 experiments of braces composed of steel circular tubes, angle-shapes, flat bars or round bars. Bulletin of the Disaster Prevention Research Institute, 29(3), 99-127, Kyoto University, Kyoto, Japan",https://core.ac.uk/download/pdf/39254745.pdf,35.0262,135.7808
