id,experimental_program,date,specimen_designation,northridge,specimen_type,comments,loading_protocol,slab,connection_type,t_pl,rbs_cut,s_h,d_h,section_b,d_b,d_bg,t_bw,b_bf,t_bf,r_b,a_b,i_xb,z_xb,z_xb_bfp,r_yb,b_bf_rbs,d_gb_rbs,a_b_rbs,i_xb_rbs,z_xb_rbs,d_bm,d_bgm,t_bwm,b_bfm,t_bfm,z_xbm,steel_b,f_yb,f_ybw,f_ybf,f_yb_mill,f_yb_avg,l_b,l_fc,l_o,lo_db,section_c,d_c,t_cw,b_cf,c_c,t_cf,r_c,a_c,i_xc,d_cm,t_wcm,c_cm,b_fcm,t_fcm,steel_c,f_yc,f_ydp,f_ycw,f_ycf,f_yc_mill,f_yc_avg,h_c,backing_bar,electrode,d_electrode,cvn_0f,cvn_minus20f,cvn_70f,access_hole_geometry,w,w_l,w_r,h_t,a_s,f_sk,f_sm,h_co,slab_con_type,f_ck,f_cm,cur_days,f_c_compr_calc,d,h_sc,n_studs,n_diss,n_r,f_u_sc,h_p,b_o,deck_ribs_orientation,section_shape_c,d_pz,tw_pz,bf_pz,tf_pz,dz,zw,dz_plug,wz_plug,wd,n_dp,t_dp,t_dp_tot,t_p,t_cp,d_cp,db_plus,db_minus,a_vc,fy_pz_m,p_cm,n_pm,v_pz_el_m_europe,r_n_el_m_aisc,r_n_pl_m_aisc,v_pz_m_aij,fy_pz_n,p_cn,n_pn,v_pz_el_n_europe,r_n_el_n_aisc,r_n_pl_n_aisc,v_pz_n_aij,m_cf_minus_n,m_cf_plus_n,m_cf_minus_m,m_cf_plus_m,v_bf_plus_n,v_bf_minus_n,v_col_n,r_u_n,r_u_m,ru_rn_el_n,ru_rn_pl_n,aisc_pz_violation_n,ru_rn_el_m,ru_rn_pl_m,aisc_pz_violation_m,g_max,g_y,g_max_g_y,reference,link,latitude,longitude
Ghobarah_et_al_1992_CC-2,Ghobarah et al.,1992,CC-2,Pre,Exterior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,BEEP,NA,NA,203.2,NA,W16x40,406.4,203.2,7.747,177.8,12.827,19.05,7612.888,215607878.5,1196255.672,NA,39.878,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,CSA G40.21 44W / 300W,303.3693998,391,330,NR,353.9555186,2299.97,2141.22,2141.22,5.26875,W12x87,317.5,13.081,307.34,231.775,20.574,20.066,16516.096,308011254.9,NR,NR,NR,NR,NR,CSA G40.21 44W / 300W,299.9220203,NR,354,319,NR,326.7806167,2800.096,NA,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,317.5,13.081,307.34,20.574,380.746,276.352,NR,NR,276.352,1,8.9916,8.9916,22.0726,8.9916,276.352,393.573,0,4964.473942,326.7806167,599.9983705,0.112910986,1438.810973,1488.509926,1672.318619,1423.159816,299.9220203,599.9983705,0.123022383,1219.014389,1261.121198,1433.937106,1204.296457,0,577.3794349,NA,620.2403518,1467.01993,0,221.4875249,1245.532405,1337.992679,0.987638941,0.868610206,no,0.898880589,0.800082391,no,0.00695,0.002656965,2.615766346,"Ghobarah, A., Korol, R. M., and Osman, A. (1992). “Cyclic behavior of extended end-plate joints.” Journal of Structural Engineering, 118(5), 1333–1353. https://doi.org/10.1061/(ASCE)0733-9445(1992)118:5(1333).",https://doi.org/10.1061/(ASCE)0733-9445(1992)118:5(1333),43.26099841,-79.91952449
Ghobarah_et_al_1992_CC-3,Ghobarah et al.,1992,CC-3,Pre,Exterior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,KBB,NA,NA,141.986,120,W16x40,406.4,203.2,7.747,177.8,12.827,19.05,7612.888,215607878.5,1196255.672,NA,39.878,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,CSA G40.21 44W / 300W,303.3693998,357,323,NR,336.3522563,2299.97,2141.22,2141.22,5.26875,W12x87,317.5,13.081,307.34,231.775,20.574,20.066,16516.096,308011254.9,NR,NR,NR,NR,NR,CSA G40.21 44W / 300W,299.9220203,NA,326,333,NR,331.4438767,2800.096,NA,NR,NR,NR,NR,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,317.5,13.081,307.34,20.574,380.746,276.352,NA,NA,0,0,0,0,13.081,8.9916,276.352,526.4,0,4964.473942,331.4438767,599.9983705,0.111322382,904.0871892,812.369343,1004.244875,776.8439712,299.9220203,599.9983705,0.123022383,831.7658168,747.3848299,920.2007376,713.7084874,0,559.7008116,NA,553.8535271,1063.26142,0,214.7058588,848.5555614,839.6905649,1.135366317,0.922141797,no,1.033631527,0.83614125,no,0.01211,0.00244681,4.949301928,"Ghobarah, A., Korol, R. M., and Osman, A. (1992). “Cyclic behavior of extended end-plate joints.” Journal of Structural Engineering, 118(5), 1333–1353. https://doi.org/10.1061/(ASCE)0733-9445(1992)118:5(1333).",https://doi.org/10.1061/(ASCE)0733-9445(1992)118:5(1333),43.26099841,-79.91952449
Kim_et_al_2015_Specimen_1,Kim et al.,2015,Specimen_1,Pre,Exterior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,KBB,NA,NA,730.25,304.8,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,424.7171597,NR,NA,4419.6,4222.75,4222.75,4.63091922,W14x193,393.7,22.606,398.78,254,36.576,29.972,36645.088,998955421.4,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,428.1645393,NR,NA,4572,Yes,AWS E70T-4,NR,NR,NR,54.232718,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,393.7,22.606,398.78,36.576,864.108,320.548,NA,NA,0,0,0,0,22.606,9.525,320.548,1216.66,0,10492.88224,NA,0,0,NA,NA,NA,NA,344.7379543,0,0,1988.803731,1840.896994,2203.940963,1771.403959,0,5238.407379,NA,NA,4305.563903,0,1199.169688,3106.394216,NA,1.687435106,1.409472516,yes,NA,NA,NA,0.032,0.0028,11.42857143,"Kim, D.-W., Blaney, C., and Uang, C.-M. (2015). “Panel zone deformation capacity as affected by weld fracture at column kinking location.” Engineering Journal, 53(1), 27–46.",https://www.researchgate.net/publication/281705032_Panel_Zone_Deformation_Capacity_as_Affected_by_Weld_Fracture_at_Column_Kinking_Location,32.88006,-117.234014
Kim_et_al_2015_Specimen_2,Kim et al.,2015,Specimen_2,Pre,Exterior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,KBB,NA,NA,730.25,152.4,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,424.7171597,NR,NA,4419.6,4222.75,4222.75,4.63091922,W14x193,393.7,22.606,398.78,254,36.576,29.972,36645.088,998955421.4,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,428.1645393,NR,NA,4572,Yes,AWS E71T-8,NR,NR,NR,54.232718,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,393.7,22.606,398.78,36.576,864.108,320.548,NA,NA,0,0,0,0,22.606,9.525,320.548,1064.26,0,10492.88224,NA,0,0,NA,NA,NA,NA,344.7379543,0,0,1988.803731,1840.896994,2203.940963,1771.403959,0,5238.407379,NA,NA,4922.112434,0,1199.169688,3722.942746,NA,2.022352558,1.689220722,yes,NA,NA,NA,0.029,0.0028,10.35714286,"Kim, D.-W., Blaney, C., and Uang, C.-M. (2015). “Panel zone deformation capacity as affected by weld fracture at column kinking location.” Engineering Journal, 53(1), 27–46.",https://www.researchgate.net/publication/281705032_Panel_Zone_Deformation_Capacity_as_Affected_by_Weld_Fracture_at_Column_Kinking_Location,32.88006,-117.234014
Kim_et_al_2015_Specimen_3,Kim et al.,2015,Specimen_3,Pre,Exterior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,KBB,NA,NA,730.25,279.4,W36x150,911.86,455.93,15.875,304.8,23.876,20.066,28516.072,3762732087,9520884.184,NA,62.89915923,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,424.7171597,NR,NA,4419.6,4222.75,4222.75,4.63091922,W14x193,393.7,22.606,398.78,254,36.576,29.972,36645.088,998955421.4,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NA,NR,428.1645393,NR,NA,4572,Yes,AWS E71T-8,NR,NR,NR,54.232718,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,393.7,22.606,398.78,36.576,864.108,320.548,NA,NA,0,0,0,0,22.606,9.525,320.548,1191.26,0,10492.88224,NA,0,0,NA,NA,NA,NA,344.7379543,0,0,1988.803731,1840.896994,2203.940963,1771.403959,0,5238.407379,NA,NA,4397.366972,0,1199.169688,3198.197284,NA,1.737303767,1.451126567,yes,NA,NA,NA,0.036,0.0028,12.85714286,"Kim, D.-W., Blaney, C., and Uang, C.-M. (2015). “Panel zone deformation capacity as affected by weld fracture at column kinking location.” Engineering Journal, 53(1), 27–46.",https://www.researchgate.net/publication/281705032_Panel_Zone_Deformation_Capacity_as_Affected_by_Weld_Fracture_at_Column_Kinking_Location,32.88006,-117.234014
Kim_and_Lee_2017_PN500,Kim and Lee,2017,PN500,Pre,Exterior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-W,NA,NA,NA,NA,H500X200X10X16,500,250,10,200,16,13.0048,11080,460235786.7,2096360,NA,43.89795765,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,SS400,235,306,308,NR,307.1552347,3500,3300,3300,6.6,H400x400x13x21,400,13,400,314,21,12.954,21409.17846,653615871.3,NR,NR,NR,NR,NR,SM490,325,NA,370,373,NR,372.3492123,3500,Yes,NR,NR,NR,27.116359,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,400,13,400,21,468,358,NA,NA,0,0,0,0,13,8.9916,358,484,0,5426.246461,372.3492123,0,0,1121.726222,1154.4,1391.26992,1110.821918,325,0,0,985.3000603,1014,1220.388,975.7219549,0,650.290872,NA,772.6895373,1343.576182,0,197.05784,1146.518342,1362.317641,1.1306887,0.93947035,no,1.180108837,0.979190035,no,0.02,0.002777054,7.20187662,"Kim, S.-Y., and Lee, C.-H. (2017). “Seismic retrofit of welded steel moment connections with highly composite floor slabs.” Journal of Constructional Steel Research, 139, 62–68. https://doi.org/10.1016/j.jcsr.2017.09.010.",https://doi.org/10.1016/j.jcsr.2017.09.010,37.63209182,127.0762229
Krawinkler_et_al_1971_A1,Krawinkler et al.,1971,A1,Pre,Interior - Column Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,W10x15,253.746,126.873,5.842,101.6,6.858,7.874,2845.1556,28678345.22,262193.024,NA,20.574,NA,NA,NA,NA,NA,254,127,5.842,101.6,6.8326,269239.4615,ASTM A36,248.2113271,358.5274725,286.1325021,NR,322.4427521,4064,3862.578,1931.289,7.611111111,W8x24*,201.422,6.223,147.828,155.575,10.16,12.954,4567.7328,30577316.82,203.962,6.4262,155.575,146.812,9.9568,ASTM A36,248.2113271,NA,282.6851226,279.237743,NR,280.1782703,2032,Yes,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,201.422,6.223,147.828,10.16,240.03,181.102,NA,NA,0,0,0,0,6.223,6.35,181.102,246.888,246.888,1890.3188,280.1782703,374.2443238,0.323355321,290.5809383,212.5988485,242.8256042,193.5831711,248.2113271,374.2443238,0.365,255.1442385,186.6721596,213.540387,167.2325694,117.1427012,117.1427012,NA,101.4506883,474.4770957,474.4770957,121.31038,827.6438115,716.7756374,4.433675665,3.875818637,yes,3.371493507,2.951812432,yes,0.0681,0.002121708,32.09678733,"Krawinkler, H., Bertero, V. V., and Popov, E. P. (1971). Inelastic behavior of steel beam-to-column subassemblages. Report No. 71/07, University of California, Berkeley, CA, USA.",https://www.worldcat.org/title/inelastic-behavior-of-steel-beam-to-column-subassemblages/oclc/809195999,37.91350263,-122.3337107
Krawinkler_et_al_1971_A2,Krawinkler et al.,1971,A2,Pre,Interior - Column Loaded - Subassembly,Loading Protocol,Asymmetric,NO,WUF-B,NA,NA,NA,NA,W10x15,253.746,126.873,5.842,101.6,6.858,7.874,2845.1556,28678345.22,262193.024,NA,20.574,NA,NA,NA,NA,NA,254,127,5.842,101.6,6.8326,269239.4615,ASTM A36,248.2113271,358.5274725,286.1325021,NR,322.4427521,4064,3862.578,1931.289,7.611111111,W8x24*,201.422,6.223,147.828,155.575,10.16,12.954,4567.7328,30577316.82,203.962,6.4262,155.575,147.193,10.0584,ASTM A36,248.2113271,NA,282.6851226,279.237743,NR,280.1782703,2032,Yes,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,201.422,6.223,147.828,10.16,240.03,181.102,NA,NA,0,0,0,0,6.223,6.35,181.102,246.888,246.888,1890.3188,280.1782703,374.2443238,0.323355321,290.5809383,212.5988485,242.8256042,193.5831711,248.2113271,374.2443238,0.365,255.1442385,186.6721596,213.540387,167.2325694,117.1427012,117.1427012,NA,101.4506883,474.4770957,474.4770957,121.31038,827.6438115,716.7756374,4.433675665,3.875818637,yes,3.371493507,2.951812432,yes,0.067,0.002121708,31.57833702,"Krawinkler, H., Bertero, V. V., and Popov, E. P. (1971). Inelastic behavior of steel beam-to-column subassemblages. Report No. 71/07, University of California, Berkeley, CA, USA.",https://www.worldcat.org/title/inelastic-behavior-of-steel-beam-to-column-subassemblages/oclc/809195999,37.91350263,-122.3337107
Krawinkler_et_al_1971_B1,Krawinkler et al.,1971,B1,Pre,Interior - Column Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,W14x22,347.98,173.99,5.842,127,8.509,9.906,4187.0884,82830053.69,544050.5248,NA,26.416,NA,NA,NA,NA,NA,348.488,174.244,5.842,127,8.509,550605.3504,ASTM A36,248.2113271,320.6062975,265.4482248,NR,291.492944,4064,3832.86,1916.43,5.50729927,W8x67,228.6,14.478,210.312,146.05,23.749,12.954,12709.652,113214947.8,231.14,6.5024,146.05,207.01,23.0632,ASTM A36,248.2113271,NA,324.0536771,293.0272612,NR,299.4778644,2032,Yes,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,228.6,14.478,210.312,23.749,330.962,181.102,NA,NA,0,0,0,0,14.478,0,181.102,339.471,339.471,3679.379738,299.4778644,1502.53962,0.397830528,619.5458444,643.5065956,823.3029806,568.1038762,248.2113271,1502.53962,0.48,474.5457532,453.4667754,645.1967834,416.0813953,243.071105,243.071105,NA,190.304267,716.0290717,716.0290717,253.6707367,1178.387407,922.5784022,2.598619062,1.826400002,yes,1.433673576,1.12058188,yes,0.0078,0.002432201,3.206971159,"Krawinkler, H., Bertero, V. V., and Popov, E. P. (1971). Inelastic behavior of steel beam-to-column subassemblages. Report No. 71/07, University of California, Berkeley, CA, USA.",https://www.worldcat.org/title/inelastic-behavior-of-steel-beam-to-column-subassemblages/oclc/809195999,37.91350263,-122.3337107
Krawinkler_et_al_1971_B2,Krawinkler et al.,1971,B2,Pre,Interior - Column Loaded - Subassembly,Loading Protocol,Asymmetric,NO,WUF-B,NA,NA,NA,NA,W14x22,347.98,173.99,5.842,127,8.509,9.906,4187.0884,82830053.69,544050.5248,NA,26.416,NA,NA,NA,NA,NA,348.488,174.244,5.842,127,8.509,550605.3504,ASTM A36,248.2113271,320.6062975,265.4482248,NR,291.492944,4064,3832.86,1916.43,5.50729927,W8x67,228.6,14.478,210.312,146.05,23.749,12.954,12709.652,113214947.8,231.14,6.5024,146.05,207.264,23.0632,ASTM A36,248.2113271,NA,324.0536771,293.0272612,NR,299.4778644,2032,Yes,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,228.6,14.478,210.312,23.749,330.962,181.102,NA,NA,0,0,0,0,14.478,0,181.102,339.471,339.471,3679.379738,299.4778644,1502.53962,0.397830528,619.5458444,643.5065956,823.3029806,568.1038762,248.2113271,1502.53962,0.48,474.5457532,453.4667754,645.1967834,416.0813953,243.071105,243.071105,NA,190.304267,716.0290717,716.0290717,253.6707367,1178.387407,922.5784022,2.598619062,1.826400002,yes,1.433673576,1.12058188,yes,0.012,0.002432201,4.933801783,"Krawinkler, H., Bertero, V. V., and Popov, E. P. (1971). Inelastic behavior of steel beam-to-column subassemblages. Report No. 71/07, University of California, Berkeley, CA, USA.",https://www.worldcat.org/title/inelastic-behavior-of-steel-beam-to-column-subassemblages/oclc/809195999,37.91350263,-122.3337107
Popov_et_al_1985_Specimen_1,Popov et al.,1985,Specimen_1,Pre,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,W18x50,457.2,228.6,9.017,190.5,14.478,14.986,9483.852,332985140.5,1655093.464,NA,41.91,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A36,248.2113271,NR,NR,NR,NA,3289.3,2832.1,1416.05,3.097222222,build up H section,457.2,9.525,209.55,412.75,15.875,6.35,10711.33312,385224013.5,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,NR,NR,NR,2908.3,No,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,457.2,9.525,209.55,15.875,428.244,425.45,NR,NR,393.7,1,4.7625,4.7625,14.2875,0,0,442.722,442.722,4410.942495,NR,NA,NA,NA,NA,NA,NA,344.7379543,1550.066629,0.42,1126.007095,1324.124714,1422.823132,1179.910611,739.4633014,739.4633014,NA,NA,1670.265542,1670.265542,885.9181063,2454.612978,NA,1.85376268,1.725170841,yes,NA,NA,NA,0.00825,0.0026,3.173076923,"Popov, E. P., Amin, N. R., Louie, J. J. C., and Stephen, R. M. (1985). “Cyclic behavior of large beam-column assemblies.” Earthquake Spectra, 1(2), 203–238. https://doi.org/10.1193/1.1585263.",https://doi.org/10.1193/1.1585263,37.91350263,-122.3337107
Popov_et_al_1985_Specimen_2,Popov et al.,1985,Specimen_2,Pre,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,W18x50,457.2,228.6,9.017,190.5,14.478,14.986,9483.852,332985140.5,1655093.464,NA,41.91,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A36,248.2113271,NR,NR,NR,NA,3289.3,2832.1,1416.05,3.097222222,build up H section,457.2,9.525,209.55,412.75,15.875,6.35,10711.33312,385224013.5,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,NR,NR,NR,2908.3,No,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,457.2,9.525,209.55,15.875,428.244,425.45,NR,NR,393.7,1,4.7625,4.7625,14.2875,6.35,425.45,442.722,442.722,4410.942495,NR,NA,NA,NA,NA,NA,NA,344.7379543,1550.066629,0.42,1153.247235,1324.124714,1422.823132,1179.910611,739.4633014,739.4633014,NA,NA,1670.265542,1670.265542,885.9181063,2454.612978,NA,1.85376268,1.725170841,yes,NA,NA,NA,0.03667,0.0026,14.10384615,"Popov, E. P., Amin, N. R., Louie, J. J. C., and Stephen, R. M. (1985). “Cyclic behavior of large beam-column assemblies.” Earthquake Spectra, 1(2), 203–238. https://doi.org/10.1193/1.1585263.",https://doi.org/10.1193/1.1585263,37.91350263,-122.3337107
Popov_et_al_1985_Specimen_3,Popov et al.,1985,Specimen_3,Pre,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,build up H section,476.25,238.125,14.2875,212.725,25.4,7.9375,18911.87679,640872928.3,3082576.37,NA,46.44555813,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A36,248.2113271,NR,NR,NR,NA,3289.3,2803.525,1401.7625,2.943333333,build up H section,485.775,17.4625,215.9,406.4,31.75,7.9375,21004.34261,817248992.2,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,NR,NR,NR,2908.3,No,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,485.775,17.4625,215.9,31.75,425.45,422.275,NR,NR,390.525,1,9.525,9.525,26.9875,0,0,450.85,450.85,8482.845938,NR,NA,NA,NA,NA,NA,NA,344.7379543,3052.697133,0.42,2185.864492,2657.444738,2995.252506,2368.015047,1377.234669,1377.234669,NA,NA,3054.751401,3054.751401,1666.821332,4442.68147,NA,1.671786964,1.483241049,yes,NA,NA,NA,0.0179,0.0026,6.884615385,"Popov, E. P., Amin, N. R., Louie, J. J. C., and Stephen, R. M. (1985). “Cyclic behavior of large beam-column assemblies.” Earthquake Spectra, 1(2), 203–238. https://doi.org/10.1193/1.1585263.",https://doi.org/10.1193/1.1585263,37.91350263,-122.3337107
Popov_et_al_1985_Specimen_4,Popov et al.,1985,Specimen_4,Pre,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,build up H section,476.25,238.125,14.2875,212.725,25.4,7.9375,18911.87679,640872928.3,3082576.37,NA,46.44555813,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A36,248.2113271,NR,NR,NR,NA,3289.3,2803.525,1401.7625,2.943333333,build up H section,485.775,17.4625,215.9,406.4,31.75,7.9375,21004.34261,817248992.2,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,NR,NR,NR,2908.3,No,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,485.775,17.4625,215.9,31.75,425.45,422.275,NR,NR,390.525,1,9.525,9.525,26.9875,12.7,422.275,450.85,450.85,8482.845938,NR,NA,NA,NA,NA,NA,NA,344.7379543,3052.697133,0.42,2295.112217,2657.444738,2995.252506,2368.015047,1377.234669,1377.234669,NA,NA,3054.751401,3054.751401,1666.821332,4442.68147,NA,1.671786964,1.483241049,yes,NA,NA,NA,0.0235,0.0026,9.038461538,"Popov, E. P., Amin, N. R., Louie, J. J. C., and Stephen, R. M. (1985). “Cyclic behavior of large beam-column assemblies.” Earthquake Spectra, 1(2), 203–238. https://doi.org/10.1193/1.1585263.",https://doi.org/10.1193/1.1585263,37.91350263,-122.3337107
Popov_et_al_1985_Specimen_5,Popov et al.,1985,Specimen_5,Pre,Interior - Beam Loaded - Subassembly,NA,Symmetric Cyclic,NO,WUF-B,NA,NA,NA,NA,build up H section,476.25,238.125,14.2875,212.725,25.4,7.9375,18911.87679,640872928.3,3082576.37,NA,46.44555813,NA,NA,NA,NA,NA,NR,NR,NR,NR,NR,NR,ASTM A36,248.2113271,NR,NR,NR,NA,3289.3,2803.525,1401.7625,2.943333333,build up H section,485.775,17.4625,215.9,406.4,31.75,7.9375,21004.34261,817248992.2,NR,NR,NR,NR,NR,ASTM A572 Gr. 50,344.7379543,NR,NR,NR,NR,NR,2908.3,Yes,NR,NR,NR,NR,NR,Pre-Northridge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,485.775,17.4625,215.9,31.75,425.45,422.275,NR,NR,390.525,1,9.525,9.525,26.9875,12.7,422.275,450.85,450.85,8482.845938,NR,NA,NA,NA,NA,NA,NA,344.7379543,3052.697133,0.42,2295.112217,2657.444738,2995.252506,2368.015047,1377.234669,1377.234669,NA,NA,3054.751401,3054.751401,1666.821332,4442.68147,NA,1.671786964,1.483241049,yes,NA,NA,NA,0.006667,0.0026,2.564230769,"Popov, E. P., Amin, N. R., Louie, J. J. C., and Stephen, R. M. (1985). “Cyclic behavior of large beam-column assemblies.” Earthquake Spectra, 1(2), 203–238. https://doi.org/10.1193/1.1585263.",https://doi.org/10.1193/1.1585263,37.91350263,-122.3337107
